No.,Application,Organization,time,Critical (7-10),Severe (4-6),Moderate (1-3),Policy,Component,Threat,Policy/Action,Constraint Name,Condition,CVE
1,113-2-NCKU-CompilerHW3__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,0,0,1,Architecture-Quality,alandipert : jasmin : 2.4.0,1,QUALITY-Moderate,Version is old,Found component older than 5 years,
2,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-none-macosx_11_0_arm64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2024-31584 with severity >= 4 (severity = 6.5) | Found security vulnerability CVE-2024-31584 with severity < 7 (severity = 6.5),CVE-2024-31584
3,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-none-macosx_11_0_arm64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2998 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2998 with severity < 7 (severity = 5.3),CVE-2025-2998
4,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-none-macosx_11_0_arm64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2999 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2999 with severity < 7 (severity = 5.3),CVE-2025-2999
5,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-none-macosx_11_0_arm64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3000 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3000 with severity < 7 (severity = 5.3),CVE-2025-3000
6,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-none-macosx_11_0_arm64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3001 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3001 with severity < 7 (severity = 5.3),CVE-2025-3001
7,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-none-macosx_11_0_arm64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3121 with severity >= 4 (severity = 5.5) | Found security vulnerability CVE-2025-3121 with severity < 7 (severity = 5.5),CVE-2025-3121
8,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-none-macosx_11_0_arm64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3136 with severity >= 4 (severity = 4.6) | Found security vulnerability CVE-2025-3136 with severity < 7 (severity = 4.6),CVE-2025-3136
9,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,torch (cp311-none-macosx_11_0_arm64) 2.2.2 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2025-32434 with severity >= 9 (severity = 9.8),CVE-2025-32434
10,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp311-none-macosx_11_0_arm64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2148 with severity >= 0 (severity = 2.3) | Found security vulnerability CVE-2025-2148 with severity < 4 (severity = 2.3),CVE-2025-2148
11,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp311-none-macosx_11_0_arm64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2149 with severity >= 0 (severity = 2.0) | Found security vulnerability CVE-2025-2149 with severity < 4 (severity = 2.0),CVE-2025-2149
12,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp311-none-macosx_11_0_arm64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-4287 with severity >= 0 (severity = 3.3) | Found security vulnerability CVE-2025-4287 with severity < 4 (severity = 3.3),CVE-2025-4287
13,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp313-cp313-win_amd64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
14,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp313-cp313-musllinux_1_2_x86_64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
15,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-none-macosx_10_9_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2024-31584 with severity >= 4 (severity = 6.5) | Found security vulnerability CVE-2024-31584 with severity < 7 (severity = 6.5),CVE-2024-31584
16,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-none-macosx_10_9_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2998 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2998 with severity < 7 (severity = 5.3),CVE-2025-2998
17,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-none-macosx_10_9_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2999 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2999 with severity < 7 (severity = 5.3),CVE-2025-2999
18,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-none-macosx_10_9_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3000 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3000 with severity < 7 (severity = 5.3),CVE-2025-3000
19,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-none-macosx_10_9_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3001 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3001 with severity < 7 (severity = 5.3),CVE-2025-3001
20,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-none-macosx_10_9_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3121 with severity >= 4 (severity = 5.5) | Found security vulnerability CVE-2025-3121 with severity < 7 (severity = 5.5),CVE-2025-3121
21,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-none-macosx_10_9_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3136 with severity >= 4 (severity = 4.6) | Found security vulnerability CVE-2025-3136 with severity < 7 (severity = 4.6),CVE-2025-3136
22,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,torch (cp311-none-macosx_10_9_x86_64) 2.2.2 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2025-32434 with severity >= 9 (severity = 9.8),CVE-2025-32434
23,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp311-none-macosx_10_9_x86_64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2148 with severity >= 0 (severity = 2.3) | Found security vulnerability CVE-2025-2148 with severity < 4 (severity = 2.3),CVE-2025-2148
24,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp311-none-macosx_10_9_x86_64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2149 with severity >= 0 (severity = 2.0) | Found security vulnerability CVE-2025-2149 with severity < 4 (severity = 2.0),CVE-2025-2149
25,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp311-none-macosx_10_9_x86_64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-4287 with severity >= 0 (severity = 3.3) | Found security vulnerability CVE-2025-4287 with severity < 4 (severity = 3.3),CVE-2025-4287
26,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp310-cp310-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2024-31584 with severity >= 4 (severity = 6.5) | Found security vulnerability CVE-2024-31584 with severity < 7 (severity = 6.5),CVE-2024-31584
27,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp310-cp310-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2998 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2998 with severity < 7 (severity = 5.3),CVE-2025-2998
28,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp310-cp310-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2999 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2999 with severity < 7 (severity = 5.3),CVE-2025-2999
29,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp310-cp310-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3000 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3000 with severity < 7 (severity = 5.3),CVE-2025-3000
30,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp310-cp310-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3001 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3001 with severity < 7 (severity = 5.3),CVE-2025-3001
31,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp310-cp310-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3121 with severity >= 4 (severity = 5.5) | Found security vulnerability CVE-2025-3121 with severity < 7 (severity = 5.5),CVE-2025-3121
32,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp310-cp310-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3136 with severity >= 4 (severity = 4.6) | Found security vulnerability CVE-2025-3136 with severity < 7 (severity = 4.6),CVE-2025-3136
33,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,torch (cp310-cp310-win_amd64) 2.2.2 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2025-32434 with severity >= 9 (severity = 9.8),CVE-2025-32434
34,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp310-cp310-win_amd64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2148 with severity >= 0 (severity = 2.3) | Found security vulnerability CVE-2025-2148 with severity < 4 (severity = 2.3),CVE-2025-2148
35,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp310-cp310-win_amd64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2149 with severity >= 0 (severity = 2.0) | Found security vulnerability CVE-2025-2149 with severity < 4 (severity = 2.0),CVE-2025-2149
36,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp310-cp310-win_amd64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-4287 with severity >= 0 (severity = 3.3) | Found security vulnerability CVE-2025-4287 with severity < 4 (severity = 3.3),CVE-2025-4287
37,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp312-cp312-musllinux_1_2_x86_64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
38,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Architecture-Quality,PySocks (py27-none-any) 1.7.1 (.whl),1,QUALITY-Moderate,Version is old,Found component older than 5 years,
39,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp38-none-macosx_11_0_arm64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2024-31584 with severity >= 4 (severity = 6.5) | Found security vulnerability CVE-2024-31584 with severity < 7 (severity = 6.5),CVE-2024-31584
40,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp38-none-macosx_11_0_arm64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2998 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2998 with severity < 7 (severity = 5.3),CVE-2025-2998
41,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp38-none-macosx_11_0_arm64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2999 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2999 with severity < 7 (severity = 5.3),CVE-2025-2999
42,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp38-none-macosx_11_0_arm64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3000 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3000 with severity < 7 (severity = 5.3),CVE-2025-3000
43,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp38-none-macosx_11_0_arm64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3001 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3001 with severity < 7 (severity = 5.3),CVE-2025-3001
44,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp38-none-macosx_11_0_arm64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3121 with severity >= 4 (severity = 5.5) | Found security vulnerability CVE-2025-3121 with severity < 7 (severity = 5.5),CVE-2025-3121
45,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp38-none-macosx_11_0_arm64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3136 with severity >= 4 (severity = 4.6) | Found security vulnerability CVE-2025-3136 with severity < 7 (severity = 4.6),CVE-2025-3136
46,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,torch (cp38-none-macosx_11_0_arm64) 2.2.2 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2025-32434 with severity >= 9 (severity = 9.8),CVE-2025-32434
47,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp38-none-macosx_11_0_arm64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2148 with severity >= 0 (severity = 2.3) | Found security vulnerability CVE-2025-2148 with severity < 4 (severity = 2.3),CVE-2025-2148
48,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp38-none-macosx_11_0_arm64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2149 with severity >= 0 (severity = 2.0) | Found security vulnerability CVE-2025-2149 with severity < 4 (severity = 2.0),CVE-2025-2149
49,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp38-none-macosx_11_0_arm64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-4287 with severity >= 0 (severity = 3.3) | Found security vulnerability CVE-2025-4287 with severity < 4 (severity = 3.3),CVE-2025-4287
50,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,urllib3 (py3-none-any) 2.3.0 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-50182 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-50182 with severity < 7 (severity = 5.3),CVE-2025-50182
51,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp310-cp310-musllinux_1_2_aarch64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
52,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp310-cp310-manylinux2014_aarch64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2024-31584 with severity >= 4 (severity = 6.5) | Found security vulnerability CVE-2024-31584 with severity < 7 (severity = 6.5),CVE-2024-31584
53,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp310-cp310-manylinux2014_aarch64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2998 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2998 with severity < 7 (severity = 5.3),CVE-2025-2998
54,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp310-cp310-manylinux2014_aarch64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2999 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2999 with severity < 7 (severity = 5.3),CVE-2025-2999
55,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp310-cp310-manylinux2014_aarch64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3000 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3000 with severity < 7 (severity = 5.3),CVE-2025-3000
56,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp310-cp310-manylinux2014_aarch64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3001 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3001 with severity < 7 (severity = 5.3),CVE-2025-3001
57,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp310-cp310-manylinux2014_aarch64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3121 with severity >= 4 (severity = 5.5) | Found security vulnerability CVE-2025-3121 with severity < 7 (severity = 5.5),CVE-2025-3121
58,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp310-cp310-manylinux2014_aarch64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3136 with severity >= 4 (severity = 4.6) | Found security vulnerability CVE-2025-3136 with severity < 7 (severity = 4.6),CVE-2025-3136
59,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,torch (cp310-cp310-manylinux2014_aarch64) 2.2.2 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2025-32434 with severity >= 9 (severity = 9.8),CVE-2025-32434
60,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp310-cp310-manylinux2014_aarch64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2148 with severity >= 0 (severity = 2.3) | Found security vulnerability CVE-2025-2148 with severity < 4 (severity = 2.3),CVE-2025-2148
61,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp310-cp310-manylinux2014_aarch64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2149 with severity >= 0 (severity = 2.0) | Found security vulnerability CVE-2025-2149 with severity < 4 (severity = 2.0),CVE-2025-2149
62,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp310-cp310-manylinux2014_aarch64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-4287 with severity >= 0 (severity = 3.3) | Found security vulnerability CVE-2025-4287 with severity < 4 (severity = 3.3),CVE-2025-4287
63,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-High,torchvision (cp312-cp312-win_amd64) 0.17.2 (.whl),9,Security-Critical,High risk CVSS score,Found security vulnerability sonatype-2020-0918 with severity >= 7 (severity = 7.1) | Found security vulnerability sonatype-2020-0918 with severity < 9 (severity = 7.1),
64,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp310-cp310-manylinux_2_17_x86_64.manylinux2014_x86_64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
65,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp39-cp39-macosx_10_9_x86_64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
66,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,scipy 1.15.1 (.tar.gz),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2018-1999024 with severity >= 4 (severity = 5.4) | Found security vulnerability CVE-2018-1999024 with severity < 7 (severity = 5.4),CVE-2018-1999024
67,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,scipy 1.15.1 (.tar.gz),7,Security-Critical,Medium risk CVSS score,Found security vulnerability sonatype-2023-005049 with severity >= 4 (severity = 5.3) | Found security vulnerability sonatype-2023-005049 with severity < 7 (severity = 5.3),
68,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp39-none-macosx_10_9_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2024-31584 with severity >= 4 (severity = 6.5) | Found security vulnerability CVE-2024-31584 with severity < 7 (severity = 6.5),CVE-2024-31584
69,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp39-none-macosx_10_9_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2998 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2998 with severity < 7 (severity = 5.3),CVE-2025-2998
70,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp39-none-macosx_10_9_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2999 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2999 with severity < 7 (severity = 5.3),CVE-2025-2999
71,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp39-none-macosx_10_9_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3000 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3000 with severity < 7 (severity = 5.3),CVE-2025-3000
72,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp39-none-macosx_10_9_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3001 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3001 with severity < 7 (severity = 5.3),CVE-2025-3001
73,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp39-none-macosx_10_9_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3121 with severity >= 4 (severity = 5.5) | Found security vulnerability CVE-2025-3121 with severity < 7 (severity = 5.5),CVE-2025-3121
74,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp39-none-macosx_10_9_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3136 with severity >= 4 (severity = 4.6) | Found security vulnerability CVE-2025-3136 with severity < 7 (severity = 4.6),CVE-2025-3136
75,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,torch (cp39-none-macosx_10_9_x86_64) 2.2.2 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2025-32434 with severity >= 9 (severity = 9.8),CVE-2025-32434
