No.,Application,Organization,time,Critical (7-10),Severe (4-6),Moderate (1-3),Policy,Component,Threat,Policy/Action,Constraint Name,Condition,CVE
221,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp38-none-macosx_10_9_x86_64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-4287 with severity >= 0 (severity = 3.3) | Found security vulnerability CVE-2025-4287 with severity < 4 (severity = 3.3),CVE-2025-4287
222,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-High,torchvision (cp38-cp38-manylinux1_x86_64) 0.17.2 (.whl),9,Security-Critical,High risk CVSS score,Found security vulnerability sonatype-2020-0918 with severity >= 7 (severity = 7.1) | Found security vulnerability sonatype-2020-0918 with severity < 9 (severity = 7.1),
223,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-High,torchvision (cp311-cp311-manylinux1_x86_64) 0.17.2 (.whl),9,Security-Critical,High risk CVSS score,Found security vulnerability sonatype-2020-0918 with severity >= 7 (severity = 7.1) | Found security vulnerability sonatype-2020-0918 with severity < 9 (severity = 7.1),
224,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp39-cp39-manylinux1_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2024-31584 with severity >= 4 (severity = 6.5) | Found security vulnerability CVE-2024-31584 with severity < 7 (severity = 6.5),CVE-2024-31584
225,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp39-cp39-manylinux1_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2998 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2998 with severity < 7 (severity = 5.3),CVE-2025-2998
226,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp39-cp39-manylinux1_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2999 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2999 with severity < 7 (severity = 5.3),CVE-2025-2999
227,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp39-cp39-manylinux1_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3000 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3000 with severity < 7 (severity = 5.3),CVE-2025-3000
228,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp39-cp39-manylinux1_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3001 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3001 with severity < 7 (severity = 5.3),CVE-2025-3001
229,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp39-cp39-manylinux1_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3121 with severity >= 4 (severity = 5.5) | Found security vulnerability CVE-2025-3121 with severity < 7 (severity = 5.5),CVE-2025-3121
230,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp39-cp39-manylinux1_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3136 with severity >= 4 (severity = 4.6) | Found security vulnerability CVE-2025-3136 with severity < 7 (severity = 4.6),CVE-2025-3136
231,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,torch (cp39-cp39-manylinux1_x86_64) 2.2.2 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2025-32434 with severity >= 9 (severity = 9.8),CVE-2025-32434
232,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp39-cp39-manylinux1_x86_64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2148 with severity >= 0 (severity = 2.3) | Found security vulnerability CVE-2025-2148 with severity < 4 (severity = 2.3),CVE-2025-2148
233,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp39-cp39-manylinux1_x86_64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2149 with severity >= 0 (severity = 2.0) | Found security vulnerability CVE-2025-2149 with severity < 4 (severity = 2.0),CVE-2025-2149
234,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp39-cp39-manylinux1_x86_64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-4287 with severity >= 0 (severity = 3.3) | Found security vulnerability CVE-2025-4287 with severity < 4 (severity = 3.3),CVE-2025-4287
235,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-High,torchvision (cp38-cp38-macosx_11_0_arm64) 0.17.2 (.whl),9,Security-Critical,High risk CVSS score,Found security vulnerability sonatype-2020-0918 with severity >= 7 (severity = 7.1) | Found security vulnerability sonatype-2020-0918 with severity < 9 (severity = 7.1),
236,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-High,torchvision (cp39-cp39-macosx_11_0_arm64) 0.17.2 (.whl),9,Security-Critical,High risk CVSS score,Found security vulnerability sonatype-2020-0918 with severity >= 7 (severity = 7.1) | Found security vulnerability sonatype-2020-0918 with severity < 9 (severity = 7.1),
237,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp313-cp313-musllinux_1_2_aarch64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
238,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,License-Banned,ultralytics-thop 2.0.14 (.tar.gz),10,LICENSE-Critical,License not approved in any situation,Found licenses in the 'Banned' license threat group ('AGPL-3.0'),
239,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp38-cp38-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2024-31584 with severity >= 4 (severity = 6.5) | Found security vulnerability CVE-2024-31584 with severity < 7 (severity = 6.5),CVE-2024-31584
240,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp38-cp38-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2998 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2998 with severity < 7 (severity = 5.3),CVE-2025-2998
241,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp38-cp38-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2999 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2999 with severity < 7 (severity = 5.3),CVE-2025-2999
242,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp38-cp38-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3000 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3000 with severity < 7 (severity = 5.3),CVE-2025-3000
243,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp38-cp38-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3001 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3001 with severity < 7 (severity = 5.3),CVE-2025-3001
244,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp38-cp38-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3121 with severity >= 4 (severity = 5.5) | Found security vulnerability CVE-2025-3121 with severity < 7 (severity = 5.5),CVE-2025-3121
245,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp38-cp38-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3136 with severity >= 4 (severity = 4.6) | Found security vulnerability CVE-2025-3136 with severity < 7 (severity = 4.6),CVE-2025-3136
246,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,torch (cp38-cp38-win_amd64) 2.2.2 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2025-32434 with severity >= 9 (severity = 9.8),CVE-2025-32434
247,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp38-cp38-win_amd64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2148 with severity >= 0 (severity = 2.3) | Found security vulnerability CVE-2025-2148 with severity < 4 (severity = 2.3),CVE-2025-2148
248,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp38-cp38-win_amd64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2149 with severity >= 0 (severity = 2.0) | Found security vulnerability CVE-2025-2149 with severity < 4 (severity = 2.0),CVE-2025-2149
249,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp38-cp38-win_amd64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-4287 with severity >= 0 (severity = 3.3) | Found security vulnerability CVE-2025-4287 with severity < 4 (severity = 3.3),CVE-2025-4287
250,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp310-cp310-win_amd64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
251,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp39-cp39-manylinux2014_aarch64.manylinux_2_17_aarch64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
252,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-High,torchvision (cp311-cp311-manylinux2014_aarch64) 0.17.2 (.whl),9,Security-Critical,High risk CVSS score,Found security vulnerability sonatype-2020-0918 with severity >= 7 (severity = 7.1) | Found security vulnerability sonatype-2020-0918 with severity < 9 (severity = 7.1),
253,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-High,torchvision (cp38-cp38-win_amd64) 0.17.2 (.whl),9,Security-Critical,High risk CVSS score,Found security vulnerability sonatype-2020-0918 with severity >= 7 (severity = 7.1) | Found security vulnerability sonatype-2020-0918 with severity < 9 (severity = 7.1),
254,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,urllib3 2.3.0 (.tar.gz),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-50182 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-50182 with severity < 7 (severity = 5.3),CVE-2025-50182
255,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,License-Banned,ultralytics-thop (py3-none-any) 2.0.14 (.whl),10,LICENSE-Critical,License not approved in any situation,Found licenses in the 'Banned' license threat group ('AGPL-3.0'),
256,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp313-cp313-macosx_11_0_arm64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
257,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-High,torchvision (cp39-cp39-manylinux1_x86_64) 0.17.2 (.whl),9,Security-Critical,High risk CVSS score,Found security vulnerability sonatype-2020-0918 with severity >= 7 (severity = 7.1) | Found security vulnerability sonatype-2020-0918 with severity < 9 (severity = 7.1),
258,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-High,torchvision (cp38-cp38-manylinux2014_aarch64) 0.17.2 (.whl),9,Security-Critical,High risk CVSS score,Found security vulnerability sonatype-2020-0918 with severity >= 7 (severity = 7.1) | Found security vulnerability sonatype-2020-0918 with severity < 9 (severity = 7.1),
259,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-High,torchvision (cp39-cp39-win_amd64) 0.17.2 (.whl),9,Security-Critical,High risk CVSS score,Found security vulnerability sonatype-2020-0918 with severity >= 7 (severity = 7.1) | Found security vulnerability sonatype-2020-0918 with severity < 9 (severity = 7.1),
260,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp312-cp312-manylinux_2_17_x86_64.manylinux2014_x86_64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
261,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-High,torchvision (cp310-cp310-manylinux1_x86_64) 0.17.2 (.whl),9,Security-Critical,High risk CVSS score,Found security vulnerability sonatype-2020-0918 with severity >= 7 (severity = 7.1) | Found security vulnerability sonatype-2020-0918 with severity < 9 (severity = 7.1),
262,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp312-cp312-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2024-31584 with severity >= 4 (severity = 6.5) | Found security vulnerability CVE-2024-31584 with severity < 7 (severity = 6.5),CVE-2024-31584
263,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp312-cp312-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2998 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2998 with severity < 7 (severity = 5.3),CVE-2025-2998
264,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp312-cp312-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2999 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2999 with severity < 7 (severity = 5.3),CVE-2025-2999
265,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp312-cp312-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3000 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3000 with severity < 7 (severity = 5.3),CVE-2025-3000
266,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp312-cp312-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3001 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3001 with severity < 7 (severity = 5.3),CVE-2025-3001
267,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp312-cp312-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3121 with severity >= 4 (severity = 5.5) | Found security vulnerability CVE-2025-3121 with severity < 7 (severity = 5.5),CVE-2025-3121
268,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp312-cp312-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3136 with severity >= 4 (severity = 4.6) | Found security vulnerability CVE-2025-3136 with severity < 7 (severity = 4.6),CVE-2025-3136
269,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,torch (cp312-cp312-win_amd64) 2.2.2 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2025-32434 with severity >= 9 (severity = 9.8),CVE-2025-32434
270,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp312-cp312-win_amd64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2148 with severity >= 0 (severity = 2.3) | Found security vulnerability CVE-2025-2148 with severity < 4 (severity = 2.3),CVE-2025-2148
271,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp312-cp312-win_amd64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2149 with severity >= 0 (severity = 2.0) | Found security vulnerability CVE-2025-2149 with severity < 4 (severity = 2.0),CVE-2025-2149
272,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp312-cp312-win_amd64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-4287 with severity >= 0 (severity = 3.3) | Found security vulnerability CVE-2025-4287 with severity < 4 (severity = 3.3),CVE-2025-4287
273,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-High,torchvision (cp311-cp311-win_amd64) 0.17.2 (.whl),9,Security-Critical,High risk CVSS score,Found security vulnerability sonatype-2020-0918 with severity >= 7 (severity = 7.1) | Found security vulnerability sonatype-2020-0918 with severity < 9 (severity = 7.1),
274,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas 2.2.3 (.tar.gz),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
275,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,opencv-python-headless 4.11.0.86 (.tar.gz),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2020-15250 with severity >= 4 (severity = 5.5) | Found security vulnerability CVE-2020-15250 with severity < 7 (severity = 5.5),CVE-2020-15250
276,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp313-cp313-manylinux2014_aarch64.manylinux_2_17_aarch64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
277,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp310-cp310-musllinux_1_2_x86_64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
278,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Component-End of Life,trio-websocket (py3-none-any) 0.11.1 (.whl),8,QUALITY-Critical,Component has reached its end of life,Component status is End-of-Life (EOL),
279,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,h11 (py3-none-any) 0.14.0 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2025-43859 with severity >= 9 (severity = 9.1),CVE-2025-43859
280,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-cp311-manylinux2014_aarch64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2024-31584 with severity >= 4 (severity = 6.5) | Found security vulnerability CVE-2024-31584 with severity < 7 (severity = 6.5),CVE-2024-31584
281,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-cp311-manylinux2014_aarch64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2998 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2998 with severity < 7 (severity = 5.3),CVE-2025-2998
282,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-cp311-manylinux2014_aarch64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2999 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2999 with severity < 7 (severity = 5.3),CVE-2025-2999
283,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-cp311-manylinux2014_aarch64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3000 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3000 with severity < 7 (severity = 5.3),CVE-2025-3000
284,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-cp311-manylinux2014_aarch64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3001 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3001 with severity < 7 (severity = 5.3),CVE-2025-3001
285,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-cp311-manylinux2014_aarch64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3121 with severity >= 4 (severity = 5.5) | Found security vulnerability CVE-2025-3121 with severity < 7 (severity = 5.5),CVE-2025-3121
286,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-cp311-manylinux2014_aarch64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3136 with severity >= 4 (severity = 4.6) | Found security vulnerability CVE-2025-3136 with severity < 7 (severity = 4.6),CVE-2025-3136
287,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,torch (cp311-cp311-manylinux2014_aarch64) 2.2.2 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2025-32434 with severity >= 9 (severity = 9.8),CVE-2025-32434
288,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp311-cp311-manylinux2014_aarch64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2148 with severity >= 0 (severity = 2.3) | Found security vulnerability CVE-2025-2148 with severity < 4 (severity = 2.3),CVE-2025-2148
289,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp311-cp311-manylinux2014_aarch64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2149 with severity >= 0 (severity = 2.0) | Found security vulnerability CVE-2025-2149 with severity < 4 (severity = 2.0),CVE-2025-2149
290,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp311-cp311-manylinux2014_aarch64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-4287 with severity >= 0 (severity = 3.3) | Found security vulnerability CVE-2025-4287 with severity < 4 (severity = 3.3),CVE-2025-4287
291,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-cp311-manylinux1_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2024-31584 with severity >= 4 (severity = 6.5) | Found security vulnerability CVE-2024-31584 with severity < 7 (severity = 6.5),CVE-2024-31584
292,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-cp311-manylinux1_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2998 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2998 with severity < 7 (severity = 5.3),CVE-2025-2998
293,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-cp311-manylinux1_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2999 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2999 with severity < 7 (severity = 5.3),CVE-2025-2999
294,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-cp311-manylinux1_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3000 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3000 with severity < 7 (severity = 5.3),CVE-2025-3000
295,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-cp311-manylinux1_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3001 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3001 with severity < 7 (severity = 5.3),CVE-2025-3001
296,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-cp311-manylinux1_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3121 with severity >= 4 (severity = 5.5) | Found security vulnerability CVE-2025-3121 with severity < 7 (severity = 5.5),CVE-2025-3121
